U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,
0.0016246,0.070009,0,1,0,0,0.5,0.1,0.070027847
0.0018209,0.075383,0,1,0.001,0.001,0.5,0.1,0.075404989
0.0020172,0.080758,0,1,0.002,0.002,0.5,0.1,0.080783189
0.0022136,0.086133,0,1,0.003,0.003,0.5,0.1,0.08616144
0.0024099,0.091508,0,1,0.004,0.004,0.5,0.1,0.091539727
0.0026062,0.096883,0,1,0.005,0.005,0.5,0.1,0.096918048
0.0028025,0.10226,0,1,0.006,0.006,0.5,0.1,0.102298395
0.0029988,0.10763,0,1,0.007,0.007,0.5,0.1,0.107671768
0.0031951,0.11301,0,1,0.008,0.008,0.5,0.1,0.113055158
0.0033914,0.11838,0,1,0.009,0.009,0.5,0.1,0.118428569
0.0035877,0.12376,0,1,0.01,0.01,0.5,0.1,0.123811991
0.0039128,0.13258,0,1,0.011,0.011,0.5,0.1,0.132637726
0.0042379,0.14141,0,1,0.012,0.012,0.5,0.1,0.141473488
0.004563,0.15023,0,1,0.013,0.013,0.5,0.1,0.150299281
0.0048881,0.15905,0,1,0.014,0.014,0.5,0.1,0.159125096
0.0052131,0.16788,0,1,0.015,0.015,0.5,0.1,0.16796092
0.0055382,0.1767,0,1,0.016,0.016,0.5,0.1,0.176786769
0.0058633,0.18553,0,1,0.017,0.017,0.5,0.1,0.185622626
0.0061884,0.19435,0,1,0.018,0.018,0.5,0.1,0.194448499
0.0065135,0.20317,0,1,0.019,0.019,0.5,0.1,0.203274383
0.0068386,0.212,0,1,0.02,0.02,0.5,0.1,0.21211027
0.0069883,0.21768,0,1,0.021,0.021,0.5,0.1,0.217792146
0.007138,0.22336,0,1,0.022,0.022,0.5,0.1,0.223474027
0.0072877,0.22903,0,1,0.023,0.023,0.5,0.1,0.229145917
0.0074374,0.23471,0,1,0.024,0.024,0.5,0.1,0.234827807
0.0075871,0.24039,0,1,0.025,0.025,0.5,0.1,0.240509701
0.0077368,0.24607,0,1,0.026,0.026,0.5,0.1,0.246191598
0.0078865,0.25175,0,1,0.027,0.027,0.5,0.1,0.251873499
0.0080362,0.25743,0,1,0.028,0.028,0.5,0.1,0.257555403
0.008186,0.26311,0,1,0.029,0.029,0.5,0.1,0.263237313
0.0083357,0.26878,0,1,0.03,0.03,0.5,0.1,0.268909227
0.0083343,0.27265,0,1,0.031,0.031,0.5,0.1,0.272777351
0.0083329,0.27652,0,1,0.032,0.032,0.5,0.1,0.276645527
0.0083315,0.28039,0,1,0.033,0.033,0.5,0.1,0.280513754
0.0083301,0.28425,0,1,0.034,0.034,0.5,0.1,0.284372033
0.0083287,0.28812,0,1,0.035,0.035,0.5,0.1,0.288240354
0.0083273,0.29199,0,1,0.036,0.036,0.5,0.1,0.29210872
0.008326,0.29585,0,1,0.037,0.037,0.5,0.1,0.295967135
0.0083246,0.29972,0,1,0.038,0.038,0.5,0.1,0.299835584
0.0083232,0.30359,0,1,0.039,0.039,0.5,0.1,0.303704073
0.0083218,0.30746,0,1,0.04,0.04,0.5,0.1,0.307572599
0.0082669,0.31035,0,1,0.041,0.041,0.5,0.1,0.310460085
0.0082121,0.31325,0,1,0.042,0.042,0.5,0.1,0.313357625
0.0081572,0.31614,0,1,0.043,0.043,0.5,0.1,0.316245221
0.0081024,0.31904,0,1,0.044,0.044,0.5,0.1,0.319142868
0.0080475,0.32193,0,1,0.045,0.045,0.5,0.1,0.322030569
0.0079926,0.32483,0,1,0.046,0.046,0.5,0.1,0.324928316
0.0079378,0.32772,0,1,0.047,0.047,0.5,0.1,0.327816118
0.0078829,0.33062,0,1,0.048,0.048,0.5,0.1,0.330713962
0.007828,0.33351,0,1,0.049,0.049,0.5,0.1,0.333601855
0.0077732,0.33641,0,1,0.05,0.05,0.5,0.1,0.336499793
0.0077023,0.33853,0,1,0.051,0.051,0.5,0.1,0.338617611
0.0076314,0.34066,0,1,0.052,0.052,0.5,0.1,0.340745468
0.0075605,0.34278,0,1,0.053,0.053,0.5,0.1,0.342863369
0.0074895,0.34491,0,1,0.054,0.054,0.5,0.1,0.344991305
0.0074186,0.34703,0,1,0.055,0.055,0.5,0.1,0.347109286
0.0073477,0.34916,0,1,0.056,0.056,0.5,0.1,0.349237304
0.0072768,0.35128,0,1,0.057,0.057,0.5,0.1,0.351355362
0.0072059,0.35341,0,1,0.058,0.058,0.5,0.1,0.353483455
0.007135,0.35554,0,1,0.059,0.059,0.5,0.1,0.355611586
0.0070641,0.35766,0,1,0.06,0.06,0.5,0.1,0.357729754
0.0069776,0.35898,0,1,0.061,0.061,0.5,0.1,0.359047806
0.0068912,0.36029,0,1,0.062,0.062,0.5,0.1,0.360355897
0.0068047,0.36161,0,1,0.063,0.063,0.5,0.1,0.361674019
0.0067182,0.36293,0,1,0.064,0.064,0.5,0.1,0.362992175
0.0066318,0.36424,0,1,0.065,0.065,0.5,0.1,0.364300368
0.0065453,0.36556,0,1,0.066,0.066,0.5,0.1,0.365618592
0.0064588,0.36688,0,1,0.067,0.067,0.5,0.1,0.366936848
0.0063724,0.36819,0,1,0.068,0.068,0.5,0.1,0.368245141
0.0062859,0.36951,0,1,0.069,0.069,0.5,0.1,0.369563462
0.0061994,0.37083,0,1,0.07,0.07,0.5,0.1,0.370881816
0.0060912,0.37132,0,1,0.071,0.071,0.5,0.1,0.371369957
0.0059831,0.37182,0,1,0.072,0.072,0.5,0.1,0.371868135
0.0058749,0.37232,0,1,0.073,0.073,0.5,0.1,0.372366348
0.0057667,0.37282,0,1,0.074,0.074,0.5,0.1,0.372864596
0.0056585,0.37332,0,1,0.075,0.075,0.5,0.1,0.373362881
0.0055504,0.37382,0,1,0.076,0.076,0.5,0.1,0.373861203
0.0054422,0.37432,0,1,0.077,0.077,0.5,0.1,0.37435956
0.005334,0.37481,0,1,0.078,0.078,0.5,0.1,0.374847953
0.0052258,0.37531,0,1,0.079,0.079,0.5,0.1,0.37534638
0.0051176,0.37581,0,1,0.08,0.08,0.5,0.1,0.375844843
0.0049836,0.37559,0,1,0.081,0.081,0.5,0.1,0.375623062
0.0048496,0.37537,0,1,0.082,0.082,0.5,0.1,0.375401326
0.0047156,0.37515,0,1,0.083,0.083,0.5,0.1,0.375179636
0.0045816,0.37494,0,1,0.084,0.084,0.5,0.1,0.374967992
0.0044476,0.37472,0,1,0.085,0.085,0.5,0.1,0.374746394
0.0043136,0.3745,0,1,0.086,0.086,0.5,0.1,0.374524842
0.0041795,0.37428,0,1,0.087,0.087,0.5,0.1,0.374303335
0.0040455,0.37406,0,1,0.088,0.088,0.5,0.1,0.374081876
0.0039115,0.37384,0,1,0.089,0.089,0.5,0.1,0.373860463
0.0037775,0.37362,0,1,0.09,0.09,0.5,0.1,0.373639096
0.0036177,0.37287,0,1,0.091,0.091,0.5,0.1,0.37288755
0.0034579,0.37213,0,1,0.092,0.092,0.5,0.1,0.372146065
0.0032981,0.37138,0,1,0.093,0.093,0.5,0.1,0.371394644
0.0031382,0.37063,0,1,0.094,0.094,0.5,0.1,0.370643286
0.0029784,0.36988,0,1,0.095,0.095,0.5,0.1,0.369891991
0.0028186,0.36913,0,1,0.096,0.096,0.5,0.1,0.369140761
0.0026588,0.36838,0,1,0.097,0.097,0.5,0.1,0.368389595
0.002499,0.36763,0,1,0.098,0.098,0.5,0.1,0.367638493
0.0023392,0.36688,0,1,0.099,0.099,0.5,0.1,0.366887457
0.0021794,0.36613,0,1,0.1,0.1,0.5,0.1,0.366136486
0.0020001,0.36506,0,1,0.101,0.101,0.5,0.1,0.365065479
0.0018208,0.36398,0,1,0.102,0.102,0.5,0.1,0.363984554
0.0016415,0.36291,0,1,0.103,0.103,0.5,0.1,0.362913712
0.0014622,0.36184,0,1,0.104,0.104,0.5,0.1,0.361842954
0.0012829,0.36077,0,1,0.105,0.105,0.5,0.1,0.360772281
0.0011036,0.35969,0,1,0.106,0.106,0.5,0.1,0.359691693
0.00092434,0.35862,0,1,0.107,0.107,0.5,0.1,0.358621191
0.00074505,0.35755,0,1,0.108,0.108,0.5,0.1,0.357550776
0.00056577,0.35647,0,1,0.109,0.109,0.5,0.1,0.356470449
0.00038648,0.3554,0,1,0.11,0.11,0.5,0.1,0.35540021
0.00019614,0.35418,0,1,0.111,0.111,0.5,0.1,0.354180054
5.80E-06,0.35295,0,1,0.112,0.112,0.5,0.1,0.35295
-0.00018454,0.35173,0,1,0.113,0.113,0.5,0.1,0.351730048
-0.00037489,0.35051,0,1,0.114,0.114,0.5,0.1,0.3505102
-0.00056523,0.34928,0,1,0.115,0.115,0.5,0.1,0.349280457
-0.00075557,0.34806,0,1,0.116,0.116,0.5,0.1,0.34806082
-0.00094591,0.34684,0,1,0.117,0.117,0.5,0.1,0.34684129
-0.0011363,0.34561,0,1,0.118,0.118,0.5,0.1,0.345611868
-0.0013266,0.34439,0,1,0.119,0.119,0.5,0.1,0.344392555
-0.0015169,0.34317,0,1,0.12,0.12,0.5,0.1,0.343173353
-0.0017116,0.34191,0,1,0.121,0.121,0.5,0.1,0.341914284
-0.0019062,0.34065,0,1,0.122,0.122,0.5,0.1,0.340655333
-0.0021008,0.33939,0,1,0.123,0.123,0.5,0.1,0.339396502
-0.0022954,0.33812,0,1,0.124,0.124,0.5,0.1,0.338127791
-0.00249,0.33686,0,1,0.125,0.125,0.5,0.1,0.336869203
-0.0026846,0.3356,0,1,0.126,0.126,0.5,0.1,0.335610737
-0.0028793,0.33434,0,1,0.127,0.127,0.5,0.1,0.334352398
-0.0030739,0.33308,0,1,0.128,0.128,0.5,0.1,0.333094184
-0.0032685,0.33182,0,1,0.129,0.129,0.5,0.1,0.331836097
-0.0034631,0.33056,0,1,0.13,0.13,0.5,0.1,0.33057814
-0.0036573,0.32932,0,1,0.131,0.131,0.5,0.1,0.329340308
-0.0038515,0.32807,0,1,0.132,0.132,0.5,0.1,0.328092607
-0.0040456,0.32683,0,1,0.133,0.133,0.5,0.1,0.326855038
-0.0042398,0.32559,0,1,0.134,0.134,0.5,0.1,0.325617604
-0.004434,0.32435,0,1,0.135,0.135,0.5,0.1,0.324380306
-0.0046281,0.3231,0,1,0.136,0.136,0.5,0.1,0.323133145
-0.0048223,0.32186,0,1,0.137,0.137,0.5,0.1,0.321896123
-0.0050165,0.32062,0,1,0.138,0.138,0.5,0.1,0.320659242
-0.0052107,0.31937,0,1,0.139,0.139,0.5,0.1,0.319412505
-0.0054048,0.31813,0,1,0.14,0.14,0.5,0.1,0.318175909
-0.0055954,0.31692,0,1,0.141,0.141,0.5,0.1,0.316969391
-0.005786,0.31571,0,1,0.142,0.142,0.5,0.1,0.315763015
-0.0059766,0.3145,0,1,0.143,0.143,0.5,0.1,0.314556783
-0.0061671,0.31329,0,1,0.144,0.144,0.5,0.1,0.313350694
-0.0063577,0.31208,0,1,0.145,0.145,0.5,0.1,0.312144753
-0.0065483,0.31087,0,1,0.146,0.146,0.5,0.1,0.31093896
-0.0067388,0.30965,0,1,0.147,0.147,0.5,0.1,0.309723318
-0.0069294,0.30844,0,1,0.148,0.148,0.5,0.1,0.308517828
-0.00712,0.30723,0,1,0.149,0.149,0.5,0.1,0.307312491
-0.0073106,0.30602,0,1,0.15,0.15,0.5,0.1,0.30610731
-0.007496,0.30483,0,1,0.151,0.151,0.5,0.1,0.304922152
-0.0076814,0.30365,0,1,0.152,0.152,0.5,0.1,0.303747142
-0.0078669,0.30246,0,1,0.153,0.153,0.5,0.1,0.302562291
-0.0080523,0.30127,0,1,0.154,0.154,0.5,0.1,0.301377591
-0.0082377,0.30009,0,1,0.155,0.155,0.5,0.1,0.300203044
-0.0084232,0.2989,0,1,0.156,0.156,0.5,0.1,0.299018662
-0.0086086,0.29771,0,1,0.157,0.157,0.5,0.1,0.297834437
-0.008794,0.29653,0,1,0.158,0.158,0.5,0.1,0.29666037
-0.0089795,0.29534,0,1,0.159,0.159,0.5,0.1,0.295476475
-0.0091649,0.29415,0,1,0.16,0.16,0.5,0.1,0.294292742
-0.009345,0.29298,0,1,0.161,0.161,0.5,0.1,0.293128998
-0.009525,0.2918,0,1,0.162,0.162,0.5,0.1,0.291955417
-0.0097051,0.29062,0,1,0.163,0.163,0.5,0.1,0.290782003
-0.0098852,0.28945,0,1,0.164,0.164,0.5,0.1,0.289618749
-0.010065,0.28827,0,1,0.165,0.165,0.5,0.1,0.288445657
-0.010245,0.28709,0,1,0.166,0.166,0.5,0.1,0.287272742
-0.010425,0.28592,0,1,0.167,0.167,0.5,0.1,0.286109991
-0.010606,0.28474,0,1,0.168,0.168,0.5,0.1,0.284937458
-0.010786,0.28357,0,1,0.169,0.169,0.5,0.1,0.283775057
-0.010966,0.28239,0,1,0.17,0.17,0.5,0.1,0.28260284
-0.011141,0.28121,0,1,0.171,0.171,0.5,0.1,0.281430606
-0.011316,0.28004,0,1,0.172,0.172,0.5,0.1,0.280268538
-0.011491,0.27886,0,1,0.173,0.173,0.5,0.1,0.279096655
-0.011666,0.27769,0,1,0.174,0.174,0.5,0.1,0.277934941
-0.011841,0.27651,0,1,0.175,0.175,0.5,0.1,0.276763418
-0.012016,0.27533,0,1,0.176,0.176,0.5,0.1,0.275592077
-0.012191,0.27416,0,1,0.177,0.177,0.5,0.1,0.274430913
-0.012366,0.27298,0,1,0.178,0.178,0.5,0.1,0.273259946
-0.012541,0.27181,0,1,0.179,0.179,0.5,0.1,0.27209916
-0.012716,0.27063,0,1,0.18,0.18,0.5,0.1,0.270928576
-0.012886,0.26945,0,1,0.181,0.181,0.5,0.1,0.26975795
-0.013056,0.26827,0,1,0.182,0.182,0.5,0.1,0.268587513
-0.013226,0.26709,0,1,0.183,0.183,0.5,0.1,0.267417268
-0.013396,0.26591,0,1,0.184,0.184,0.5,0.1,0.266247218
-0.013566,0.26472,0,1,0.185,0.185,0.5,0.1,0.265067378
-0.013737,0.26354,0,1,0.186,0.186,0.5,0.1,0.263897777
-0.013907,0.26236,0,1,0.187,0.187,0.5,0.1,0.262728328
-0.014077,0.26118,0,1,0.188,0.188,0.5,0.1,0.261559084
-0.014247,0.26,0,1,0.189,0.189,0.5,0.1,0.260390048
-0.014417,0.25882,0,1,0.19,0.19,0.5,0.1,0.259221223
-0.014582,0.25763,0,1,0.191,0.191,0.5,0.1,0.258042345
-0.014747,0.25645,0,1,0.192,0.192,0.5,0.1,0.256873659
-0.014913,0.25526,0,1,0.193,0.193,0.5,0.1,0.255695258
-0.015078,0.25408,0,1,0.194,0.194,0.5,0.1,0.254526998
-0.015243,0.25289,0,1,0.195,0.195,0.5,0.1,0.253348971
-0.015408,0.2517,0,1,0.196,0.196,0.5,0.1,0.252171165
-0.015573,0.25052,0,1,0.197,0.197,0.5,0.1,0.251003563
-0.015738,0.24933,0,1,0.198,0.198,0.5,0.1,0.249826207
-0.015904,0.24815,0,1,0.199,0.199,0.5,0.1,0.248659124
-0.016069,0.24696,0,1,0.2,0.2,0.5,0.1,0.24748223
-0.016229,0.24577,0,1,0.201,0.201,0.5,0.1,0.246305244
-0.016389,0.24458,0,1,0.202,0.202,0.5,0.1,0.245128488
-0.016548,0.2434,0,1,0.203,0.203,0.5,0.1,0.243961875
-0.016708,0.24221,0,1,0.204,0.204,0.5,0.1,0.242785587
-0.016868,0.24102,0,1,0.205,0.205,0.5,0.1,0.24160954
-0.017028,0.23983,0,1,0.206,0.206,0.5,0.1,0.240433737
-0.017188,0.23864,0,1,0.207,0.207,0.5,0.1,0.239258181
-0.017348,0.23746,0,1,0.208,0.208,0.5,0.1,0.238092849
-0.017508,0.23627,0,1,0.209,0.209,0.5,0.1,0.236917798
-0.017668,0.23508,0,1,0.21,0.21,0.5,0.1,0.235743005
-0.017822,0.2339,0,1,0.211,0.211,0.5,0.1,0.234577991
-0.017976,0.23271,0,1,0.212,0.212,0.5,0.1,0.233403258
-0.018131,0.23153,0,1,0.213,0.213,0.5,0.1,0.23223883
-0.018285,0.23034,0,1,0.214,0.214,0.5,0.1,0.231064616
-0.018439,0.22916,0,1,0.215,0.215,0.5,0.1,0.229900636
-0.018593,0.22797,0,1,0.216,0.216,0.5,0.1,0.228726956
-0.018748,0.22679,0,1,0.217,0.217,0.5,0.1,0.227563599
-0.018902,0.2256,0,1,0.218,0.218,0.5,0.1,0.226390472
-0.019056,0.22442,0,1,0.219,0.219,0.5,0.1,0.225227591
-0.019211,0.22323,0,1,0.22,0.22,0.5,0.1,0.224055117
-0.019359,0.22206,0,1,0.221,0.221,0.5,0.1,0.222902253
-0.019507,0.22088,0,1,0.222,0.222,0.5,0.1,0.221739707
-0.019655,0.21971,0,1,0.223,0.223,0.5,0.1,0.220587405
-0.019803,0.21853,0,1,0.224,0.224,0.5,0.1,0.219425431
-0.019952,0.21735,0,1,0.225,0.225,0.5,0.1,0.218263842
-0.0201,0.21618,0,1,0.226,0.226,0.5,0.1,0.217112419
-0.020248,0.215,0,1,0.227,0.227,0.5,0.1,0.215951341
-0.020396,0.21383,0,1,0.228,0.228,0.5,0.1,0.214800525
-0.020545,0.21265,0,1,0.229,0.229,0.5,0.1,0.213640164
-0.020693,0.21147,0,1,0.23,0.23,0.5,0.1,0.212480025
-0.020835,0.21031,0,1,0.231,0.231,0.5,0.1,0.211339521
-0.020976,0.20915,0,1,0.232,0.232,0.5,0.1,0.210199227
-0.021118,0.20799,0,1,0.233,0.233,0.5,0.1,0.209059346
-0.02126,0.20683,0,1,0.234,0.234,0.5,0.1,0.207919784
-0.021402,0.20566,0,1,0.235,0.235,0.5,0.1,0.2067706
-0.021544,0.2045,0,1,0.236,0.236,0.5,0.1,0.205631695
-0.021686,0.20334,0,1,0.237,0.237,0.5,0.1,0.204493125
-0.021827,0.20218,0,1,0.238,0.238,0.5,0.1,0.203354789
-0.021969,0.20102,0,1,0.239,0.239,0.5,0.1,0.202216907
-0.022111,0.19986,0,1,0.24,0.24,0.5,0.1,0.201079377
-0.022246,0.19871,0,1,0.241,0.241,0.5,0.1,0.199951366
-0.022382,0.19757,0,1,0.242,0.242,0.5,0.1,0.198833747
-0.022517,0.19643,0,1,0.243,0.243,0.5,0.1,0.197716363
-0.022652,0.19529,0,1,0.244,0.244,0.5,0.1,0.196599332
-0.022787,0.19414,0,1,0.245,0.245,0.5,0.1,0.195472727
-0.022923,0.193,0,1,0.246,0.246,0.5,0.1,0.194356538
-0.023058,0.19186,0,1,0.247,0.247,0.5,0.1,0.193240604
-0.023193,0.19072,0,1,0.248,0.248,0.5,0.1,0.192125047
-0.023328,0.18958,0,1,0.249,0.249,0.5,0.1,0.191009874
-0.023464,0.18843,0,1,0.25,0.25,0.5,0.1,0.189885292
-0.023592,0.18732,0,1,0.251,0.251,0.5,0.1,0.188799801
-0.023721,0.1862,0,1,0.252,0.252,0.5,0.1,0.18770489
-0.023849,0.18508,0,1,0.253,0.253,0.5,0.1,0.186610239
-0.023978,0.18396,0,1,0.254,0.254,0.5,0.1,0.185516107
-0.024106,0.18284,0,1,0.255,0.255,0.5,0.1,0.184422246
-0.024235,0.18173,0,1,0.256,0.256,0.5,0.1,0.183338834
-0.024364,0.18061,0,1,0.257,0.257,0.5,0.1,0.182245923
-0.024492,0.17949,0,1,0.258,0.258,0.5,0.1,0.1811533
-0.024621,0.17837,0,1,0.259,0.259,0.5,0.1,0.180061241
-0.024749,0.17726,0,1,0.26,0.26,0.5,0.1,0.178979386
-0.024871,0.17617,0,1,0.261,0.261,0.5,0.1,0.177916934
-0.024993,0.17508,0,1,0.262,0.262,0.5,0.1,0.176854902
-0.025115,0.17399,0,1,0.263,0.263,0.5,0.1,0.175793297
-0.025237,0.1729,0,1,0.264,0.264,0.5,0.1,0.174732127
-0.025359,0.17181,0,1,0.265,0.265,0.5,0.1,0.173671399
-0.025481,0.17072,0,1,0.266,0.266,0.5,0.1,0.172611123
-0.025603,0.16963,0,1,0.267,0.267,0.5,0.1,0.171551306
-0.025725,0.16854,0,1,0.268,0.268,0.5,0.1,0.170491956
-0.025847,0.16745,0,1,0.269,0.269,0.5,0.1,0.169433084
-0.025969,0.16636,0,1,0.27,0.27,0.5,0.1,0.168374697
-0.026085,0.1653,0,1,0.271,0.271,0.5,0.1,0.167345503
-0.026201,0.16425,0,1,0.272,0.272,0.5,0.1,0.166326651
-0.026317,0.16319,0,1,0.273,0.273,0.5,0.1,0.165298399
-0.026432,0.16213,0,1,0.274,0.274,0.5,0.1,0.164270471
-0.026548,0.16107,0,1,0.275,0.275,0.5,0.1,0.163243197
-0.026664,0.16002,0,1,0.276,0.276,0.5,0.1,0.16222629
-0.026779,0.15896,0,1,0.277,0.277,0.5,0.1,0.161199865
-0.026895,0.1579,0,1,0.278,0.278,0.5,0.1,0.160174127
-0.027011,0.15684,0,1,0.279,0.279,0.5,0.1,0.159148923
-0.027126,0.15578,0,1,0.28,0.28,0.5,0.1,0.158124091
-0.027236,0.15476,0,1,0.281,0.281,0.5,0.1,0.157138338
-0.027346,0.15374,0,1,0.282,0.282,0.5,0.1,0.156153102
-0.027455,0.15271,0,1,0.283,0.283,0.5,0.1,0.155158374
-0.027565,0.15169,0,1,0.284,0.284,0.5,0.1,0.154174204
-0.027675,0.15066,0,1,0.285,0.285,0.5,0.1,0.153180747
-0.027785,0.14964,0,1,0.286,0.286,0.5,0.1,0.152197687
-0.027894,0.14862,0,1,0.287,0.287,0.5,0.1,0.151215011
-0.028004,0.14759,0,1,0.288,0.288,0.5,0.1,0.150223274
-0.028114,0.14657,0,1,0.289,0.289,0.5,0.1,0.149241958
-0.028223,0.14554,0,1,0.29,0.29,0.5,0.1,0.148251237
-0.028328,0.14455,0,1,0.291,0.291,0.5,0.1,0.14729962
-0.028432,0.14357,0,1,0.292,0.292,0.5,0.1,0.146358203
-0.028536,0.14258,0,1,0.293,0.293,0.5,0.1,0.145407564
-0.028641,0.14159,0,1,0.294,0.294,0.5,0.1,0.144457727
-0.028745,0.1406,0,1,0.295,0.295,0.5,0.1,0.14350831
-0.028849,0.13961,0,1,0.296,0.296,0.5,0.1,0.142559521
-0.028953,0.13862,0,1,0.297,0.297,0.5,0.1,0.141611372
-0.029058,0.13763,0,1,0.298,0.298,0.5,0.1,0.140664083
-0.029162,0.13664,0,1,0.299,0.299,0.5,0.1,0.139717257
-0.029266,0.13565,0,1,0.3,0.3,0.5,0.1,0.138771111
-0.029366,0.1347,0,1,0.301,0.301,0.5,0.1,0.137863889
-0.029465,0.13375,0,1,0.302,0.302,0.5,0.1,0.136957105
-0.029565,0.13279,0,1,0.303,0.303,0.5,0.1,0.13604144
-0.029664,0.13184,0,1,0.304,0.304,0.5,0.1,0.135136
-0.029764,0.13088,0,1,0.305,0.305,0.5,0.1,0.13422172
-0.029863,0.12993,0,1,0.306,0.306,0.5,0.1,0.13331768
-0.029962,0.12898,0,1,0.307,0.307,0.5,0.1,0.132414357
-0.030062,0.12802,0,1,0.308,0.308,0.5,0.1,0.131502259
-0.030161,0.12707,0,1,0.309,0.309,0.5,0.1,0.130600424
-0.030261,0.12612,0,1,0.31,0.31,0.5,0.1,0.129699586
-0.030356,0.1252,0,1,0.311,0.311,0.5,0.1,0.128827508
-0.030451,0.12428,0,1,0.312,0.312,0.5,0.1,0.127956171
-0.030547,0.12336,0,1,0.313,0.313,0.5,0.1,0.127085832
-0.030642,0.12244,0,1,0.314,0.314,0.5,0.1,0.126216028
-0.030737,0.12152,0,1,0.315,0.315,0.5,0.1,0.125347013
-0.030833,0.1206,0,1,0.316,0.316,0.5,0.1,0.12447905
-0.030928,0.11968,0,1,0.317,0.317,0.5,0.1,0.123611664
-0.031023,0.11876,0,1,0.318,0.318,0.5,0.1,0.122745119
-0.031118,0.11785,0,1,0.319,0.319,0.5,0.1,0.121889099
-0.031214,0.11693,0,1,0.32,0.32,0.5,0.1,0.121024538
-0.031305,0.11604,0,1,0.321,0.321,0.5,0.1,0.120188538
-0.031397,0.11516,0,1,0.322,0.322,0.5,0.1,0.119363299
-0.031489,0.11427,0,1,0.323,0.323,0.5,0.1,0.118529279
-0.031581,0.11338,0,1,0.324,0.324,0.5,0.1,0.117696151
-0.031672,0.1125,0,1,0.325,0.325,0.5,0.1,0.116873289
-0.031764,0.11161,0,1,0.326,0.326,0.5,0.1,0.116041992
-0.031856,0.11073,0,1,0.327,0.327,0.5,0.1,0.115221255
-0.031948,0.10984,0,1,0.328,0.328,0.5,0.1,0.114391872
-0.032039,0.10896,0,1,0.329,0.329,0.5,0.1,0.113572792
-0.032131,0.10807,0,1,0.33,0.33,0.5,0.1,0.112745404
-0.03222,0.10722,0,1,0.331,0.331,0.5,0.1,0.111956495
-0.032309,0.10637,0,1,0.332,0.332,0.5,0.1,0.111168558
-0.032397,0.10551,0,1,0.333,0.333,0.5,0.1,0.110371761
-0.032486,0.10466,0,1,0.334,0.334,0.5,0.1,0.109585838
-0.032575,0.10381,0,1,0.335,0.335,0.5,0.1,0.10880095
-0.032664,0.10295,0,1,0.336,0.336,0.5,0.1,0.10800759
