U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,
-0.047277,-0.093609,0,1,0.667,0.667,0.5,0.1,0.104870204
-0.047287,-0.094247,0,1,0.668,0.668,0.5,0.1,0.10544457
-0.047297,-0.094885,0,1,0.669,0.669,0.5,0.1,0.106019665
-0.047307,-0.095522,0,1,0.67,0.67,0.5,0.1,0.106594581
-0.047317,-0.096187,0,1,0.671,0.671,0.5,0.1,0.107195324
-0.047327,-0.096852,0,1,0.672,0.672,0.5,0.1,0.107796822
-0.047337,-0.097516,0,1,0.673,0.673,0.5,0.1,0.108398163
-0.047348,-0.098181,0,1,0.674,0.674,0.5,0.1,0.109001568
-0.047358,-0.098846,0,1,0.675,0.675,0.5,0.1,0.109605255
-0.047368,-0.09951,0,1,0.676,0.676,0.5,0.1,0.110208745
-0.047378,-0.10017,0,1,0.677,0.677,0.5,0.1,0.110809313
-0.047388,-0.10084,0,1,0.678,0.678,0.5,0.1,0.111419604
-0.047398,-0.1015,0,1,0.679,0.679,0.5,0.1,0.112021518
-0.047408,-0.10217,0,1,0.68,0.68,0.5,0.1,0.112633154
-0.047419,-0.10286,0,1,0.681,0.681,0.5,0.1,0.113264033
-0.04743,-0.10356,0,1,0.682,0.682,0.5,0.1,0.11390469
-0.047441,-0.10425,0,1,0.683,0.683,0.5,0.1,0.114536942
-0.047452,-0.10495,0,1,0.684,0.684,0.5,0.1,0.115178969
-0.047463,-0.10564,0,1,0.685,0.685,0.5,0.1,0.115812547
-0.047474,-0.10634,0,1,0.686,0.686,0.5,0.1,0.116455898
-0.047485,-0.10703,0,1,0.687,0.687,0.5,0.1,0.11709076
-0.047496,-0.10773,0,1,0.688,0.688,0.5,0.1,0.117735394
-0.047507,-0.10842,0,1,0.689,0.689,0.5,0.1,0.118371498
-0.047518,-0.10912,0,1,0.69,0.69,0.5,0.1,0.119017372
-0.047531,-0.10984,0,1,0.691,0.691,0.5,0.1,0.119683004
-0.047544,-0.11057,0,1,0.692,0.692,0.5,0.1,0.120358451
-0.047557,-0.1113,0,1,0.693,0.693,0.5,0.1,0.121034533
-0.04757,-0.11203,0,1,0.694,0.694,0.5,0.1,0.121711239
-0.047583,-0.11276,0,1,0.695,0.695,0.5,0.1,0.122388559
-0.047597,-0.11349,0,1,0.696,0.696,0.5,0.1,0.12306687
-0.04761,-0.11421,0,1,0.697,0.697,0.5,0.1,0.123736156
-0.047623,-0.11494,0,1,0.698,0.698,0.5,0.1,0.124415247
-0.047636,-0.11567,0,1,0.699,0.699,0.5,0.1,0.125094914
-0.047649,-0.1164,0,1,0.7,0.7,0.5,0.1,0.125775145
-0.047665,-0.11716,0,1,0.701,0.701,0.5,0.1,0.126484852
-0.047681,-0.11793,0,1,0.702,0.702,0.5,0.1,0.127204413
-0.047697,-0.11869,0,1,0.703,0.703,0.5,0.1,0.127915284
-0.047713,-0.11946,0,1,0.704,0.704,0.5,0.1,0.128636006
-0.04773,-0.12022,0,1,0.705,0.705,0.5,0.1,0.129348372
-0.047746,-0.12099,0,1,0.706,0.706,0.5,0.1,0.130070214
-0.047762,-0.12175,0,1,0.707,0.707,0.5,0.1,0.130783298
-0.047778,-0.12252,0,1,0.708,0.708,0.5,0.1,0.131506227
-0.047794,-0.12328,0,1,0.709,0.709,0.5,0.1,0.132220365
-0.047811,-0.12404,0,1,0.71,0.71,0.5,0.1,0.132935373
-0.047831,-0.12485,0,1,0.711,0.711,0.5,0.1,0.133698643
-0.047852,-0.12565,0,1,0.712,0.712,0.5,0.1,0.134453473
-0.047872,-0.12646,0,1,0.713,0.713,0.5,0.1,0.135217824
-0.047893,-0.12726,0,1,0.714,0.714,0.5,0.1,0.1359737
-0.047913,-0.12806,0,1,0.715,0.715,0.5,0.1,0.13672973
-0.047934,-0.12887,0,1,0.716,0.716,0.5,0.1,0.137495983
-0.047954,-0.12967,0,1,0.717,0.717,0.5,0.1,0.138253011
-0.047975,-0.13047,0,1,0.718,0.718,0.5,0.1,0.139010868
-0.047995,-0.13128,0,1,0.719,0.719,0.5,0.1,0.139778247
-0.048016,-0.13208,0,1,0.72,0.72,0.5,0.1,0.140537051
-0.048042,-0.13293,0,1,0.721,0.721,0.5,0.1,0.141345034
-0.048068,-0.13377,0,1,0.722,0.722,0.5,0.1,0.142144101
-0.048093,-0.13462,0,1,0.723,0.723,0.5,0.1,0.142952723
-0.048119,-0.13546,0,1,0.724,0.724,0.5,0.1,0.143752738
-0.048145,-0.13631,0,1,0.725,0.725,0.5,0.1,0.144562641
-0.048171,-0.13715,0,1,0.726,0.726,0.5,0.1,0.145363571
-0.048197,-0.138,0,1,0.727,0.727,0.5,0.1,0.146174385
-0.048223,-0.13884,0,1,0.728,0.728,0.5,0.1,0.1469762
-0.048249,-0.13968,0,1,0.729,0.729,0.5,0.1,0.147778444
-0.048275,-0.14053,0,1,0.73,0.73,0.5,0.1,0.148590567
-0.048307,-0.14142,0,1,0.731,0.731,0.5,0.1,0.149442908
-0.048339,-0.14231,0,1,0.732,0.732,0.5,0.1,0.150295692
-0.048371,-0.14319,0,1,0.733,0.733,0.5,0.1,0.151139438
-0.048404,-0.14408,0,1,0.734,0.734,0.5,0.1,0.1519934
-0.048436,-0.14497,0,1,0.735,0.735,0.5,0.1,0.152847463
-0.048468,-0.14586,0,1,0.736,0.736,0.5,0.1,0.153701941
-0.048501,-0.14674,0,1,0.737,0.737,0.5,0.1,0.154547645
-0.048533,-0.14763,0,1,0.738,0.738,0.5,0.1,0.155402925
-0.048565,-0.14852,0,1,0.739,0.739,0.5,0.1,0.156258599
-0.048597,-0.14941,0,1,0.74,0.74,0.5,0.1,0.15711466
-0.048637,-0.15034,0,1,0.741,0.741,0.5,0.1,0.158011624
-0.048676,-0.15127,0,1,0.742,0.742,0.5,0.1,0.158908671
-0.048716,-0.1522,0,1,0.743,0.743,0.5,0.1,0.15980641
-0.048755,-0.15313,0,1,0.744,0.744,0.5,0.1,0.160704222
-0.048795,-0.15406,0,1,0.745,0.745,0.5,0.1,0.161602709
-0.048834,-0.155,0,1,0.746,0.746,0.5,0.1,0.162510798
-0.048873,-0.15593,0,1,0.747,0.747,0.5,0.1,0.163409715
-0.048913,-0.15686,0,1,0.748,0.748,0.5,0.1,0.164309285
-0.048952,-0.15779,0,1,0.749,0.749,0.5,0.1,0.165208905
-0.048992,-0.15872,0,1,0.75,0.75,0.5,0.1,0.166109164
-0.049039,-0.1597,0,1,0.751,0.751,0.5,0.1,0.167059611
-0.049086,-0.16067,0,1,0.752,0.752,0.5,0.1,0.168000846
-0.049133,-0.16165,0,1,0.753,0.753,0.5,0.1,0.168951988
-0.04918,-0.16262,0,1,0.754,0.754,0.5,0.1,0.169893899
-0.049227,-0.1636,0,1,0.755,0.755,0.5,0.1,0.170845713
-0.049275,-0.16457,0,1,0.756,0.756,0.5,0.1,0.171788563
-0.049322,-0.16555,0,1,0.757,0.757,0.5,0.1,0.172741026
-0.049369,-0.16653,0,1,0.758,0.758,0.5,0.1,0.173693808
-0.049416,-0.1675,0,1,0.759,0.759,0.5,0.1,0.174637313
-0.049463,-0.16848,0,1,0.76,0.76,0.5,0.1,0.175590714
-0.049518,-0.1695,0,1,0.761,0.761,0.5,0.1,0.176585057
-0.049574,-0.17052,0,1,0.762,0.762,0.5,0.1,0.177579987
-0.049629,-0.17154,0,1,0.763,0.763,0.5,0.1,0.17857494
-0.049684,-0.17256,0,1,0.764,0.764,0.5,0.1,0.179570191
-0.049739,-0.17357,0,1,0.765,0.765,0.5,0.1,0.180556122
-0.049794,-0.17459,0,1,0.766,0.766,0.5,0.1,0.18155195
-0.049849,-0.17561,0,1,0.767,0.767,0.5,0.1,0.182548062
-0.049904,-0.17663,0,1,0.768,0.768,0.5,0.1,0.183544453
-0.04996,-0.17765,0,1,0.769,0.769,0.5,0.1,0.184541389
-0.050015,-0.17867,0,1,0.77,0.77,0.5,0.1,0.185538323
-0.050078,-0.17974,0,1,0.771,0.771,0.5,0.1,0.186585835
-0.050141,-0.1808,0,1,0.772,0.772,0.5,0.1,0.187623985
-0.050204,-0.18186,0,1,0.773,0.773,0.5,0.1,0.1886624
-0.050267,-0.18293,0,1,0.774,0.774,0.5,0.1,0.189710717
-0.05033,-0.18399,0,1,0.775,0.775,0.5,0.1,0.19074965
-0.050393,-0.18505,0,1,0.776,0.776,0.5,0.1,0.191788834
-0.050456,-0.18612,0,1,0.777,0.777,0.5,0.1,0.192837917
-0.050519,-0.18718,0,1,0.778,0.778,0.5,0.1,0.193877595
-0.050582,-0.18824,0,1,0.779,0.779,0.5,0.1,0.194917512
-0.050645,-0.18931,0,1,0.78,0.78,0.5,0.1,0.195967324
-0.050715,-0.19041,0,1,0.781,0.781,0.5,0.1,0.197048165
-0.050785,-0.19152,0,1,0.782,0.782,0.5,0.1,0.198138907
-0.050856,-0.19262,0,1,0.783,0.783,0.5,0.1,0.199220474
-0.050926,-0.19373,0,1,0.784,0.784,0.5,0.1,0.200311683
-0.050996,-0.19484,0,1,0.785,0.785,0.5,0.1,0.201403122
-0.051067,-0.19594,0,1,0.786,0.786,0.5,0.1,0.202485363
-0.051137,-0.19705,0,1,0.787,0.787,0.5,0.1,0.203577246
-0.051207,-0.19815,0,1,0.788,0.788,0.5,0.1,0.204659667
-0.051278,-0.19926,0,1,0.789,0.789,0.5,0.1,0.205752232
-0.051348,-0.20037,0,1,0.79,0.79,0.5,0.1,0.206844758
-0.051424,-0.20151,0,1,0.791,0.791,0.5,0.1,0.207968045
-0.051501,-0.20266,0,1,0.792,0.792,0.5,0.1,0.209101479
-0.051578,-0.20381,0,1,0.793,0.793,0.5,0.1,0.210235121
-0.051654,-0.20496,0,1,0.794,0.794,0.5,0.1,0.211368724
-0.051731,-0.20611,0,1,0.795,0.795,0.5,0.1,0.212502773
-0.051808,-0.20725,0,1,0.796,0.796,0.5,0.1,0.213627319
-0.051884,-0.2084,0,1,0.797,0.797,0.5,0.1,0.214761518
-0.051961,-0.20955,0,1,0.798,0.798,0.5,0.1,0.215896151
-0.052038,-0.2107,0,1,0.799,0.799,0.5,0.1,0.217030973
-0.052114,-0.21184,0,1,0.8,0.8,0.5,0.1,0.218156033
-0.052196,-0.21303,0,1,0.801,0.801,0.5,0.1,0.219331264
-0.052277,-0.21422,0,1,0.802,0.802,0.5,0.1,0.220506447
-0.052358,-0.21541,0,1,0.803,0.803,0.5,0.1,0.221681818
-0.05244,-0.21659,0,1,0.804,0.804,0.5,0.1,0.222847889
-0.052521,-0.21778,0,1,0.805,0.805,0.5,0.1,0.224023623
-0.052603,-0.21897,0,1,0.806,0.806,0.5,0.1,0.22519977
-0.052684,-0.22016,0,1,0.807,0.807,0.5,0.1,0.226375859
-0.052765,-0.22134,0,1,0.808,0.808,0.5,0.1,0.227542393
-0.052847,-0.22253,0,1,0.809,0.809,0.5,0.1,0.228719055
-0.052928,-0.22372,0,1,0.81,0.81,0.5,0.1,0.229895654
-0.053012,-0.22494,0,1,0.811,0.811,0.5,0.1,0.231102306
-0.053096,-0.22617,0,1,0.812,0.812,0.5,0.1,0.232318863
-0.053181,-0.22739,0,1,0.813,0.813,0.5,0.1,0.233526082
-0.053265,-0.22862,0,1,0.814,0.814,0.5,0.1,0.234742976
-0.053349,-0.22984,0,1,0.815,0.815,0.5,0.1,0.235950294
-0.053433,-0.23107,0,1,0.816,0.816,0.5,0.1,0.237167515
-0.053517,-0.23229,0,1,0.817,0.817,0.5,0.1,0.238375153
-0.053601,-0.23352,0,1,0.818,0.818,0.5,0.1,0.239592691
-0.053685,-0.23474,0,1,0.819,0.819,0.5,0.1,0.240800637
-0.053769,-0.23597,0,1,0.82,0.82,0.5,0.1,0.242018483
-0.053853,-0.23723,0,1,0.821,0.821,0.5,0.1,0.243265736
-0.053937,-0.23848,0,1,0.822,0.822,0.5,0.1,0.244503395
-0.054022,-0.23974,0,1,0.823,0.823,0.5,0.1,0.245751183
-0.054106,-0.241,0,1,0.824,0.824,0.5,0.1,0.246998905
-0.05419,-0.24226,0,1,0.825,0.825,0.5,0.1,0.24824678
-0.054274,-0.24352,0,1,0.826,0.826,0.5,0.1,0.249494805
-0.054358,-0.24477,0,1,0.827,0.827,0.5,0.1,0.250733215
-0.054442,-0.24603,0,1,0.828,0.828,0.5,0.1,0.251981532
-0.054526,-0.24729,0,1,0.829,0.829,0.5,0.1,0.253229992
-0.05461,-0.24855,0,1,0.83,0.83,0.5,0.1,0.254478594
-0.054691,-0.24983,0,1,0.831,0.831,0.5,0.1,0.25574623
-0.054772,-0.25112,0,1,0.832,0.832,0.5,0.1,0.257023786
-0.054853,-0.2524,0,1,0.833,0.833,0.5,0.1,0.258291718
-0.054934,-0.25369,0,1,0.834,0.834,0.5,0.1,0.259569568
-0.055015,-0.25497,0,1,0.835,0.835,0.5,0.1,0.260837787
-0.055096,-0.25625,0,1,0.836,0.836,0.5,0.1,0.262106146
-0.055177,-0.25754,0,1,0.837,0.837,0.5,0.1,0.26338442
-0.055258,-0.25882,0,1,0.838,0.838,0.5,0.1,0.264653054
-0.055339,-0.26011,0,1,0.839,0.839,0.5,0.1,0.265931602
-0.05542,-0.26139,0,1,0.84,0.84,0.5,0.1,0.267200502
-0.055494,-0.2627,0,1,0.841,0.841,0.5,0.1,0.268497438
-0.055568,-0.264,0,1,0.842,0.842,0.5,0.1,0.269784734
-0.055642,-0.2653,0,1,0.843,0.843,0.5,0.1,0.271072172
-0.055716,-0.2666,0,1,0.844,0.844,0.5,0.1,0.272359749
-0.055791,-0.2679,0,1,0.845,0.845,0.5,0.1,0.273647667
-0.055865,-0.26921,0,1,0.846,0.846,0.5,0.1,0.274945308
-0.055939,-0.27051,0,1,0.847,0.847,0.5,0.1,0.276233292
-0.056013,-0.27181,0,1,0.848,0.848,0.5,0.1,0.277521409
-0.056088,-0.27311,0,1,0.849,0.849,0.5,0.1,0.278809856
-0.056162,-0.27441,0,1,0.85,0.85,0.5,0.1,0.28009823
-0.056226,-0.27572,0,1,0.851,0.851,0.5,0.1,0.28139453
-0.05629,-0.27703,0,1,0.852,0.852,0.5,0.1,0.282690971
-0.056354,-0.27834,0,1,0.853,0.853,0.5,0.1,0.283987551
-0.056419,-0.27965,0,1,0.854,0.854,0.5,0.1,0.285284465
-0.056483,-0.28096,0,1,0.855,0.855,0.5,0.1,0.286581316
-0.056547,-0.28227,0,1,0.856,0.856,0.5,0.1,0.287878301
-0.056611,-0.28357,0,1,0.857,0.857,0.5,0.1,0.28916561
-0.056676,-0.28488,0,1,0.858,0.858,0.5,0.1,0.29046305
-0.05674,-0.28619,0,1,0.859,0.859,0.5,0.1,0.291760422
-0.056804,-0.2875,0,1,0.86,0.86,0.5,0.1,0.29305792
-0.056857,-0.28881,0,1,0.861,0.861,0.5,0.1,0.294353418
-0.056909,-0.29011,0,1,0.862,0.862,0.5,0.1,0.295639047
-0.056962,-0.29142,0,1,0.863,0.863,0.5,0.1,0.296934818
-0.057015,-0.29273,0,1,0.864,0.864,0.5,0.1,0.298230721
-0.057067,-0.29403,0,1,0.865,0.865,0.5,0.1,0.29951675
-0.05712,-0.29534,0,1,0.866,0.866,0.5,0.1,0.300812915
-0.057173,-0.29665,0,1,0.867,0.867,0.5,0.1,0.302109209
-0.057225,-0.29796,0,1,0.868,0.868,0.5,0.1,0.303405442
-0.057278,-0.29926,0,1,0.869,0.869,0.5,0.1,0.304692167
-0.05733,-0.30057,0,1,0.87,0.87,0.5,0.1,0.30598865
-0.057374,-0.30188,0,1,0.871,0.871,0.5,0.1,0.307283762
-0.057418,-0.30319,0,1,0.872,0.872,0.5,0.1,0.308579006
-0.057461,-0.3045,0,1,0.873,0.873,0.5,0.1,0.309874195
-0.057505,-0.30581,0,1,0.874,0.874,0.5,0.1,0.311169698
-0.057548,-0.30712,0,1,0.875,0.875,0.5,0.1,0.312465145
-0.057592,-0.30843,0,1,0.876,0.876,0.5,0.1,0.313760902
-0.057635,-0.30974,0,1,0.877,0.877,0.5,0.1,0.315056599
-0.057679,-0.31105,0,1,0.878,0.878,0.5,0.1,0.316352603
-0.057723,-0.31237,0,1,0.879,0.879,0.5,0.1,0.317658561
-0.057766,-0.31368,0,1,0.88,0.88,0.5,0.1,0.318954626
-0.057812,-0.31503,0,1,0.881,0.881,0.5,0.1,0.320290693
-0.057857,-0.31639,0,1,0.882,0.882,0.5,0.1,0.321636541
-0.057902,-0.31774,0,1,0.883,0.883,0.5,0.1,0.322972676
-0.057948,-0.3191,0,1,0.884,0.884,0.5,0.1,0.324318949
-0.057993,-0.32045,0,1,0.885,0.885,0.5,0.1,0.325655325
-0.058039,-0.32181,0,1,0.886,0.886,0.5,0.1,0.327001837
-0.058084,-0.32316,0,1,0.887,0.887,0.5,0.1,0.328338448
-0.05813,-0.32452,0,1,0.888,0.888,0.5,0.1,0.329685194
-0.058175,-0.32587,0,1,0.889,0.889,0.5,0.1,0.331022035
-0.05822,-0.32723,0,1,0.89,0.89,0.5,0.1,0.332368833
-0.058292,-0.32874,0,1,0.891,0.891,0.5,0.1,0.333868155
-0.058363,-0.33025,0,1,0.892,0.892,0.5,0.1,0.335367414
-0.058434,-0.33176,0,1,0.893,0.893,0.5,0.1,0.336866784
-0.058505,-0.33327,0,1,0.894,0.894,0.5,0.1,0.338366263
-0.058576,-0.33477,0,1,0.895,0.895,0.5,0.1,0.339856
-0.058647,-0.33628,0,1,0.896,0.896,0.5,0.1,0.341355693
-0.058718,-0.33779,0,1,0.897,0.897,0.5,0.1,0.342855491
-0.058789,-0.3393,0,1,0.898,0.898,0.5,0.1,0.344355393
-0.05886,-0.34081,0,1,0.899,0.899,0.5,0.1,0.345855397
-0.058931,-0.34232,0,1,0.9,0.9,0.5,0.1,0.347355503
-0.059064,-0.34419,0,1,0.901,0.901,0.5,0.1,0.349221008
-0.059197,-0.34605,0,1,0.902,0.902,0.5,0.1,0.351076754
-0.059331,-0.34792,0,1,0.903,0.903,0.5,0.1,0.352942621
-0.059464,-0.34978,0,1,0.904,0.904,0.5,0.1,0.354798557
-0.059597,-0.35165,0,1,0.905,0.905,0.5,0.1,0.356664443
-0.059731,-0.35352,0,1,0.906,0.906,0.5,0.1,0.358530588
-0.059864,-0.35538,0,1,0.907,0.907,0.5,0.1,0.360386796
-0.059997,-0.35725,0,1,0.908,0.908,0.5,0.1,0.362252954
-0.060131,-0.35912,0,1,0.909,0.909,0.5,0.1,0.364119364
-0.060264,-0.36098,0,1,0.91,0.91,0.5,0.1,0.365975833
-0.060494,-0.36347,0,1,0.911,0.911,0.5,0.1,0.368469761
-0.060725,-0.36596,0,1,0.912,0.912,0.5,0.1,0.370963943
-0.060955,-0.36845,0,1,0.913,0.913,0.5,0.1,0.373458049
-0.061185,-0.37093,0,1,0.914,0.914,0.5,0.1,0.375942375
-0.061415,-0.37342,0,1,0.915,0.915,0.5,0.1,0.378436651
-0.061646,-0.37591,0,1,0.916,0.916,0.5,0.1,0.380931171
-0.061876,-0.3784,0,1,0.917,0.917,0.5,0.1,0.383425611
-0.062106,-0.38089,0,1,0.918,0.918,0.5,0.1,0.385920131
-0.062337,-0.38337,0,1,0.919,0.919,0.5,0.1,0.388405019
-0.062567,-0.38586,0,1,0.92,0.92,0.5,0.1,0.390899692
-0.062884,-0.38912,0,1,0.921,0.921,0.5,0.1,0.394168456
-0.063202,-0.39238,0,1,0.922,0.922,0.5,0.1,0.397437488
-0.063519,-0.39565,0,1,0.923,0.923,0.5,0.1,0.400716341
-0.063836,-0.39891,0,1,0.924,0.924,0.5,0.1,0.403985424
-0.064153,-0.40217,0,1,0.925,0.925,0.5,0.1,0.407254609
-0.064471,-0.40543,0,1,0.926,0.926,0.5,0.1,0.410524049
-0.064788,-0.40869,0,1,0.927,0.927,0.5,0.1,0.413793428
-0.065105,-0.41196,0,1,0.928,0.928,0.5,0.1,0.417072779
-0.065423,-0.41522,0,1,0.929,0.929,0.5,0.1,0.4203425
-0.06574,-0.41848,0,1,0.93,0.93,0.5,0.1,0.423612155
-0.066036,-0.4222,0,1,0.931,0.931,0.5,0.1,0.427333117
-0.066332,-0.42592,0,1,0.932,0.932,0.5,0.1,0.431054266
-0.066628,-0.42964,0,1,0.933,0.933,0.5,0.1,0.434775597
-0.066924,-0.43336,0,1,0.934,0.934,0.5,0.1,0.438497105
-0.06722,-0.43708,0,1,0.935,0.935,0.5,0.1,0.442218786
-0.067516,-0.4408,0,1,0.936,0.936,0.5,0.1,0.445940635
-0.067812,-0.44452,0,1,0.937,0.937,0.5,0.1,0.449662649
-0.068108,-0.44824,0,1,0.938,0.938,0.5,0.1,0.453384822
-0.068404,-0.45197,0,1,0.939,0.939,0.5,0.1,0.45711704
-0.0687,-0.45569,0,1,0.94,0.94,0.5,0.1,0.460839523
-0.068743,-0.45863,0,1,0.941,0.941,0.5,0.1,0.46375325
-0.068787,-0.46158,0,1,0.942,0.942,0.5,0.1,0.466677349
-0.068831,-0.46453,0,1,0.943,0.943,0.5,0.1,0.469601775
-0.068875,-0.46748,0,1,0.944,0.944,0.5,0.1,0.472526524
-0.068918,-0.47043,0,1,0.945,0.945,0.5,0.1,0.475451444
-0.068962,-0.47338,0,1,0.946,0.946,0.5,0.1,0.47837682
-0.069006,-0.47633,0,1,0.947,0.947,0.5,0.1,0.4813025
-0.06905,-0.47928,0,1,0.948,0.948,0.5,0.1,0.48422848
-0.069093,-0.48223,0,1,0.949,0.949,0.5,0.1,0.487154612
-0.069137,-0.48517,0,1,0.95,0.95,0.5,0.1,0.490071274
-0.06861,-0.48497,0,1,0.951,0.951,0.5,0.1,0.489799176
-0.068082,-0.48477,0,1,0.952,0.952,0.5,0.1,0.489527437
-0.067554,-0.48457,0,1,0.953,0.953,0.5,0.1,0.489256199
-0.067027,-0.48437,0,1,0.954,0.954,0.5,0.1,0.488985599
-0.066499,-0.48417,0,1,0.955,0.955,0.5,0.1,0.488715363
-0.065972,-0.48396,0,1,0.956,0.956,0.5,0.1,0.488435857
-0.065444,-0.48376,0,1,0.957,0.957,0.5,0.1,0.488166626
-0.064917,-0.48356,0,1,0.958,0.958,0.5,0.1,0.487898033
-0.064389,-0.48336,0,1,0.959,0.959,0.5,0.1,0.487629811
-0.063862,-0.48316,0,1,0.96,0.96,0.5,0.1,0.487362227
-0.062512,-0.4768,0,1,0.961,0.961,0.5,0.1,0.480880432
-0.061162,-0.47044,0,1,0.962,0.962,0.5,0.1,0.474399182
-0.059813,-0.46408,0,1,0.963,0.963,0.5,0.1,0.467918627
-0.058463,-0.45772,0,1,0.964,0.964,0.5,0.1,0.461438534
-0.057113,-0.45136,0,1,0.965,0.965,0.5,0.1,0.454959058
-0.055764,-0.445,0,1,0.966,0.966,0.5,0.1,0.448480349
-0.054414,-0.43864,0,1,0.967,0.967,0.5,0.1,0.442002187
-0.053065,-0.43228,0,1,0.968,0.968,0.5,0.1,0.435524847
-0.051715,-0.42592,0,1,0.969,0.969,0.5,0.1,0.429048118
-0.050365,-0.41956,0,1,0.97,0.97,0.5,0.1,0.422572156
-0.048174,-0.40571,0,1,0.971,0.971,0.5,0.1,0.408560079
-0.045983,-0.39185,0,1,0.972,0.972,0.5,0.1,0.394538793
-0.043792,-0.378,0,1,0.973,0.973,0.5,0.1,0.380528237
-0.041601,-0.36414,0,1,0.974,0.974,0.5,0.1,0.366508639
-0.03941,-0.35028,0,1,0.975,0.975,0.5,0.1,0.352490037
-0.037219,-0.33643,0,1,0.976,0.976,0.5,0.1,0.338482494
-0.035028,-0.32257,0,1,0.977,0.977,0.5,0.1,0.324466278
-0.032837,-0.30872,0,1,0.978,0.978,0.5,0.1,0.310461442
-0.030646,-0.29486,0,1,0.979,0.979,0.5,0.1,0.296448304
-0.028455,-0.28101,0,1,0.98,0.98,0.5,0.1,0.282446999
-0.026386,-0.26438,0,1,0.981,0.981,0.5,0.1,0.265693443
-0.024317,-0.24776,0,1,0.982,0.982,0.5,0.1,0.248950465
-0.022247,-0.23114,0,1,0.983,0.983,0.5,0.1,0.232208158
-0.020178,-0.21451,0,1,0.984,0.984,0.5,0.1,0.215456937
-0.018108,-0.19789,0,1,0.985,0.985,0.5,0.1,0.198716763
-0.016039,-0.18127,0,1,0.986,0.986,0.5,0.1,0.181978192
-0.013969,-0.16464,0,1,0.987,0.987,0.5,0.1,0.165231542
-0.0119,-0.14802,0,1,0.988,0.988,0.5,0.1,0.148497577
-0.0098303,-0.1314,0,1,0.989,0.989,0.5,0.1,0.131767199
-0.0077608,-0.11477,0,1,0.99,0.99,0.5,0.1,0.115032095
-0.0069827,-0.1069,0,1,0.991,0.991,0.5,0.1,0.107127812
-0.0062045,-0.099035,0,1,0.992,0.992,0.5,0.1,0.099229164
-0.0054263,-0.091166,0,1,0.993,0.993,0.5,0.1,0.091327347
-0.0046481,-0.083296,0,1,0.994,0.994,0.5,0.1,0.083425586
-0.0038699,-0.075428,0,1,0.995,0.995,0.5,0.1,0.075527209
-0.0030917,-0.067559,0,1,0.996,0.996,0.5,0.1,0.067629706
-0.0023136,-0.05969,0,1,0.997,0.997,0.5,0.1,0.059734821
-0.0015353,-0.051821,0,1,0.998,0.998,0.5,0.1,0.051843738
-0.00075716,-0.043952,0,1,0.999,0.999,0.5,0.1,0.043958521
2.10E-05,-0.036083,0,1,1,1,0.5,0.1,0.036083006
